MatchID,StadiumID,Stadium,HomeTeam,RNScore,Overs,Wickets,Output
1304049,343050,160,0,98,12.2,1,103
1304049,343050,160,0,102,12.3,1,103
1304049,343050,160,0,108,12.4,1,103
1304049,343050,160,0,114,12.5,1,103
1304049,343050,160,0,115,13,1,103
1304049,343050,160,0,121,13.1,1,103
1304049,343050,160,0,127,13.2,1,103
1304049,343050,160,0,128,13.3,1,103
1304049,343050,160,0,130,13.4,1,103
1304049,343050,160,0,136,13.5,1,103
1304049,343050,160,0,136,14,1,103
1304049,343050,160,0,137,14.1,1,103
1304049,343050,160,0,138,14.2,1,103
1304049,343050,160,0,139,14.2,1,103
1304049,343050,160,0,139,14.3,1,103
1304049,343050,160,0,140,14.4,1,103
1304049,343050,160,0,141,14.5,1,103
1304049,343050,160,0,142,15,1,103
1304049,343050,160,0,143,15.1,1,103
1304049,343050,160,0,144,15.2,1,103
1304049,343050,160,0,150,15.3,1,103
1304049,343050,160,0,151,15.4,1,103
1304049,343050,160,0,152,15.5,1,103
1304049,343050,160,0,158,16,1,103
1304049,343050,160,0,159,16.1,1,103
1304049,343050,160,0,163,16.2,1,103
1304049,343050,160,0,164,16.3,1,103
1304049,343050,160,0,165,16.4,1,103
1304049,343050,160,0,166,16.5,1,103
1304049,343050,160,0,168,17,1,103
1304049,343050,160,0,168,17.1,2,103
1304049,343050,160,0,169,17.2,2,103
1304049,343050,160,0,170,17.3,2,103
1304049,343050,160,0,170,17.4,2,103
1304049,343050,160,0,170,17.5,2,103
1304049,343050,160,0,171,18,2,103
1304049,343050,160,0,177,18.1,2,103
1304049,343050,160,0,181,18.2,2,103
1304049,343050,160,0,182,18.3,2,103
1304049,343050,160,0,183,18.4,2,103
1304049,343050,160,0,189,18.5,2,103
1304049,343050,160,0,189,19,2,103
1304049,343050,160,0,190,19.1,2,103
1304049,343050,160,0,196,19.2,2,103
1304049,343050,160,0,200,19.3,2,103
1304049,343050,160,0,200,19.4,2,103
1304049,343050,160,0,1,0.1,0,110
1304049,343050,160,0,1,0.2,0,110
1304049,343050,160,0,1,0.3,0,110
1304049,343050,160,0,2,0.4,0,110
1304049,343050,160,0,3,0.5,0,110
1304049,343050,160,0,7,1,0,110
1304049,343050,160,0,7,1.1,0,110
1304049,343050,160,0,7,1.2,0,110
1304049,343050,160,0,7,1.3,0,110
1304049,343050,160,0,12,1.3,0,110
1304049,343050,160,0,12,1.4,0,110
1304049,343050,160,0,16,1.5,0,110
1304049,343050,160,0,17,2,0,110
1304049,343050,160,0,22,2,0,110
1304049,343050,160,0,22,2.1,0,110
1304049,343050,160,0,23,2.2,0,110
1304049,343050,160,0,25,2.3,0,110
1304049,343050,160,0,26,2.4,0,110
1304049,343050,160,0,27,2.5,0,110
1304049,343050,160,0,28,3,0,110
1304049,343050,160,0,29,3.1,0,110
1304049,343050,160,0,31,3.2,0,110
1304049,343050,160,0,37,3.3,0,110
1304049,343050,160,0,37,3.4,0,110
1304049,343050,160,0,41,3.5,0,110
1304049,343050,160,0,42,4,0,110
1304049,343050,160,0,48,4.1,0,110
1304049,343050,160,0,49,4.2,0,110
1304049,343050,160,0,53,4.3,0,110
1304049,343050,160,0,53,4.4,0,110
1304049,343050,160,0,53,4.5,0,110
1304049,343050,160,0,57,5,0,110
1304049,343050,160,0,58,5.1,0,110
1304049,343050,160,0,62,5.2,0,110
1304049,343050,160,0,62,5.3,0,110
1304049,343050,160,0,63,5.4,0,110
1304049,343050,160,0,63,5.5,0,110
1304049,343050,160,0,63,6,0,110
1304049,343050,160,0,63,6.1,0,110
1304049,343050,160,0,64,6.2,0,110
1304049,343050,160,0,65,6.3,0,110
1304049,343050,160,0,69,6.4,0,110
1304049,343050,160,0,70,6.5,0,110
1304049,343050,160,0,71,7,0,110
1304049,343050,160,0,71,7.1,1,110
1304049,343050,160,0,72,7.2,1,110
1304049,343050,160,0,73,7.3,1,110
1304049,343050,160,0,73,7.4,1,110
1304049,343050,160,0,73,7.5,1,110
1304049,343050,160,0,75,8,1,110
1304049,343050,160,0,75,8.1,1,110
1304049,343050,160,0,76,8.2,1,110
1304049,343050,160,0,82,8.3,1,110
1304049,343050,160,0,83,8.4,1,110
1304049,343050,160,0,84,8.5,1,110
1304049,343050,160,0,84,9,1,110
1304049,343050,160,0,85,9.1,1,110
1304049,343050,160,0,91,9.2,1,110
1304049,343050,160,0,95,9.3,1,110
1304049,343050,160,0,96,9.4,1,110
1304049,343050,160,0,97,9.5,1,110
1304049,343050,160,0,97,10,1,110
1304049,343050,160,0,103,10.1,1,110
1304049,343050,160,0,104,10.2,1,110
1304049,343050,160,0,108,10.3,1,110
